Date,Expiry,Option type,Strike Price,Open,High,Low,Close,No. of contracts,Open Int,Change in OI,Underlying Value,iv,Date_c,Expiry_c,Strike Price c,Open_c,High_c,Low_c,Close_c,No. of contracts c,Open Int c,Change in OI c,SAME,ATM
5072023,31082023,PE,44900,733.4,733.4,728.4,728.4,3,195,-15,45151.8,251.8,5072023,31082023,44900,1248.7,1254.75,1153.35,1199.15,11,435,-15,0,0
5072023,31082023,PE,45000,751.05,780,691.75,743.15,3557,77085,11040,45151.8,151.8,5072023,31082023,45000,1117.35,1285,1086.7,1121.6,917,63885,270,0,0
5072023,31082023,PE,45100,788.15,815,777,790,77,1620,465,45151.8,51.8,5072023,31082023,45100,1126.15,1129.6,1046.7,1057.25,23,465,15,0,0
5072023,31082023,PE,45200,809.05,862,770,832.15,130,2190,180,45151.8,48.2,5072023,31082023,45200,1070,1078.85,980,1011.1,53,2220,375,0,1
5072023,31082023,PE,45300,860.05,904.75,799,868.7,118,1335,300,45151.8,148.2,5072023,31082023,45300,994.9,1040.65,943,943,14,405,105,0,0
5072023,31082023,PE,45400,915.95,959,884.95,920,60,1470,60,45151.8,248.2,5072023,31082023,45400,982.75,1036.55,884.1,909.85,87,1755,555,0,0
5072023,31082023,PE,45500,931.45,1000.8,900,967.85,1225,46380,-1155,45151.8,348.2,5072023,31082023,45500,875,1005.05,825,848.3,2517,80820,9075,0,0
5072023,28092023,PE,45000,907,939.15,850,903.75,515,24240,2815,45151.8,151.8,5072023,28092023,45000,1505.6,1600.95,1425,1470.75,220,24920,660,0,0
5072023,28092023,PE,45200,1000,1000,920.35,920.35,2,120,-15,45151.8,48.2,5072023,28092023,45200,1480.05,1480.05,1336.4,1417.7,5,60,15,0,1
5072023,28092023,PE,45500,1100,1130,1070.2,1112.45,121,5580,810,45151.8,348.2,5072023,28092023,45500,1255.9,1255.9,1145.95,1173.35,96,1515,1350,0,0
5072023,28122023,PE,45000,1300,1300,900.05,1300,11,105,105,45151.8,151.8,5072023,28122023,45000,3000,3000,2044.65,2260.3,10,60,60,0,1
6072023,6072023,PE,44800,44.95,55,0.05,0.35,7081356,1604925,-712800,45339.9,539.9,6072023,6072023,44800,324.15,617.6,297.3,532.05,722518,288975,-89650,0,0
6072023,6072023,PE,44900,67.1,83,0.05,0.45,9078049,2089850,193250,45339.9,439.9,6072023,6072023,44900,330,518.5,222.5,429.25,1341349,247175,-120600,0,0
6072023,6072023,PE,45000,99.3,119,0.05,0.65,16860174,3923150,-1141825,45339.9,339.9,6072023,6072023,45000,199,419.65,155.15,329.25,5166012,406225,-1148825,0,0
6072023,6072023,PE,45100,163.35,166,0.05,1.35,16885687,2556175,140450,45339.9,239.9,6072023,6072023,45100,140,323.45,106.25,228.05,7359226,492125,-1003550,0,0
6072023,6072023,PE,45200,154.45,227,0.05,4.35,19608860,4117650,1705250,45339.9,139.9,6072023,6072023,45200,105,232.4,68.7,130.8,14656205,1252525,-1792975,0,0
6072023,6072023,PE,45300,255,300,0.05,13.45,17409910,5003950,3704175,45339.9,39.9,6072023,6072023,45300,72,152,13.6,43.3,23195017,2860650,-1120350,0,1
6072023,6072023,PE,45400,349.85,385.8,24.45,58.05,7517136,2179400,1524825,45339.9,60.1,6072023,6072023,45400,40,89.1,0.05,3.1,24361508,6018000,2954075,0,0
6072023,6072023,PE,45500,424.95,474.85,119.45,161.45,2894790,885275,181975,45339.9,160.1,6072023,6072023,45500,28,54.9,0.05,0.85,21219186,4282725,92150,0,0
6072023,6072023,PE,45600,480,568.05,206.4,264.85,726046,220550,23625,45339.9,260.1,6072023,6072023,45600,18.9,32.45,0.05,0.35,12827051,3126475,517025,0,0
6072023,6072023,PE,45700,627.05,661.45,295,364.05,248225,88725,-35600,45339.9,360.1,6072023,6072023,45700,9.9,18.85,0.05,0.3,6797469,1940250,-720000,0,0
6072023,6072023,PE,45800,655,762.95,391.75,468.05,99979,57400,-77900,45339.9,460.1,6072023,6072023,45800,6.9,11.4,0.05,0.3,4267998,1460975,-959000,0,0
6072023,13072023,PE,44800,220,241.6,109.55,117.95,123082,465475,236525,45339.9,539.9,6072023,13072023,44800,506.05,696.65,485.7,655.45,26488,58700,30750,0,0
6072023,13072023,PE,44900,263.4,280.5,131.75,142.15,108358,322575,224875,45339.9,439.9,6072023,13072023,44900,510.15,622.8,423,581.55,23357,44750,13275,0,0
6072023,13072023,PE,45000,300,323.7,156.45,169.8,478332,2176625,1417550,45339.9,339.9,6072023,13072023,45000,400,550,363.05,505.15,303185,1247875,871675,0,0
6072023,13072023,PE,45100,336.95,365.8,187.2,204.6,255791,744750,468200,45339.9,239.9,6072023,13072023,45100,336.2,478.6,310,436.85,192404,277850,104675,0,0
6072023,13072023,PE,45200,386.85,418.95,221.1,239.9,341753,1042525,687800,45339.9,139.9,6072023,13072023,45200,338,414,262,371.85,353666,652425,334600,0,0
6072023,13072023,PE,45300,454.25,473.95,261,281.55,312830,891000,709850,45339.9,39.9,6072023,13072023,45300,251.05,354.8,209.8,313.95,423818,999100,670525,0,1
6072023,13072023,PE,45400,510,549.45,305,326.25,142919,467600,359250,45339.9,60.1,6072023,13072023,45400,220,300,181.4,265.15,241576,709125,466800,0,0
6072023,13072023,PE,45500,573,605.2,354.15,379.8,165453,584750,346450,45339.9,160.1,6072023,13072023,45500,171.6,252,148.1,217.25,369660,1222725,476075,0,0
6072023,13072023,PE,45600,639.95,663.8,411.95,437.15,24198,96725,59500,45339.9,260.1,6072023,13072023,45600,120.05,208.4,120.05,176.4,149073,420850,225800,0,0
6072023,13072023,PE,45700,706.35,740,473.05,503.85,12214,51050,32875,45339.9,360.1,6072023,13072023,45700,119.95,171,96.8,140.15,150355,623525,475125,0,0
6072023,13072023,PE,45800,805,828.6,540.45,573.1,8668,27850,11800,45339.9,460.1,6072023,13072023,45800,106.95,139.25,77.65,110.4,174993,1049075,544475,0,0
6072023,20072023,PE,44800,339.9,341.9,220.35,233.35,1184,10650,5800,45339.9,539.9,6072023,20072023,44800,662.8,794,636.55,757.75,97,1600,50,0,0
6072023,20072023,PE,44900,355,380,253.95,267.2,642,10350,5750,45339.9,439.9,6072023,20072023,44900,595.25,750,572.7,716,423,3275,1325,0,0
6072023,20072023,PE,45000,420.4,427.4,274.6,293,8530,89250,47650,45339.9,339.9,6072023,20072023,45000,524.15,689.6,509.3,638.75,2890,27825,11750,0,0
6072023,20072023,PE,45100,433,466.45,320,329.65,2224,15000,9725,45339.9,239.9,6072023,20072023,45100,456.4,619.15,455,583.8,2017,9550,6350,0,0
6072023,20072023,PE,45200,505,520,355.25,369.8,2690,21450,12050,45339.9,139.9,6072023,20072023,45200,462,560,406,525.2,1989,17425,8050,0,0
6072023,20072023,PE,45300,588.85,588.85,396.4,412,4488,48750,42675,45339.9,39.9,6072023,20072023,45300,377.55,503.75,366,456.3,4665,44800,36225,0,1
6072023,20072023,PE,45400,627.8,628.95,440.05,454.05,1438,15950,12250,45339.9,60.1,6072023,20072023,45400,329.85,450,320,416.1,2569,33300,26700,0,0
6072023,20072023,PE,45500,672,680,454.85,494.25,4191,60000,51625,45339.9,160.1,6072023,20072023,45500,293.15,399,275,362.7,7585,88700,69525,0,0
6072023,20072023,PE,45600,707.45,733.85,530.4,551.6,551,5975,3625,45339.9,260.1,6072023,20072023,45600,250,346,248.6,318.1,1229,13925,8975,0,0
6072023,20072023,PE,45700,799.95,800.05,595.1,608.6,357,3975,3350,45339.9,360.1,6072023,20072023,45700,216.8,305,198.4,276.05,1259,9600,4150,0,0
6072023,20072023,PE,45800,825,881.15,688.5,688.65,92,1150,650,45339.9,460.1,6072023,20072023,45800,188.3,266.55,178.8,239.05,1284,11825,5350,0,0
6072023,27072023,PE,44800,417.75,421.45,300.25,313.05,7029,69870,15210,45339.9,539.9,6072023,27072023,44800,757.85,948,752.15,889.8,8671,57795,17730,0,0
6072023,27072023,PE,44900,454.7,457.8,331.7,346.65,4803,35025,2850,45339.9,439.9,6072023,27072023,44900,706,880,688.05,825.5,4241,25035,-2760,0,0
6072023,27072023,PE,45000,497.85,499.95,363.15,379.35,106653,864885,214725,45339.9,339.9,6072023,27072023,45000,632.05,818.45,630.55,764.85,81540,601875,84495,0,0
6072023,27072023,PE,45100,539.95,546,401.35,422.2,36445,95820,41715,45339.9,239.9,6072023,27072023,45100,624.85,752.5,572.45,702.95,18184,44400,12315,0,0
6072023,27072023,PE,45200,568,593.95,440.4,460.25,32650,106785,26910,45339.9,139.9,6072023,27072023,45200,540.95,692.1,524.3,646.05,29712,78660,-14985,0,0
6072023,27072023,PE,45300,631,640.55,480,502.9,22616,104205,23415,45339.9,39.9,6072023,27072023,45300,500,635,474.6,587.35,41973,93375,-11400,0,1
6072023,27072023,PE,45400,678.15,693.2,526.6,548.05,12652,47250,18330,45339.9,60.1,6072023,27072023,45400,428.95,578.2,428.95,535.9,21864,69270,-16755,0,0
6072023,27072023,PE,45500,745,755.6,570,592.9,34658,255675,57015,45339.9,160.1,6072023,27072023,45500,330.5,526.7,330.5,482.65,52740,606480,-10185,0,0
6072023,27072023,PE,45600,792.9,806,625.1,644.3,2463,26280,11355,45339.9,260.1,6072023,27072023,45600,359.85,475.95,349.3,434.4,6429,43530,2805,0,0
6072023,27072023,PE,45700,856.05,873.8,680.15,702.25,2347,14310,4770,45339.9,360.1,6072023,27072023,45700,315,429,301,391.05,6577,57600,3225,0,0
6072023,27072023,PE,45800,936.7,940,736.1,772.45,1159,15015,8835,45339.9,460.1,6072023,27072023,45800,313,385.7,256.25,352.85,5189,32685,5385,0,0
6072023,3082023,PE,44800,-,-,-,392,-,210,-,45339.9,539.9,6072023,3082023,44800,944.35,1044.3,944.35,1041.1,15,120,120,0,0
6072023,3082023,PE,45000,558.1,569.95,436.55,456.85,387,2625,1695,45339.9,339.9,6072023,3082023,45000,763.5,935.25,763.5,888.9,274,2400,1920,0,0
6072023,3082023,PE,45100,-,-,-,602.8,-,15,-,45339.9,239.9,6072023,3082023,45100,711.2,874.55,711.2,822.2,47,840,360,0,0
6072023,3082023,PE,45200,655.2,655.2,517.55,532.95,82,735,240,45339.9,139.9,6072023,3082023,45200,777.5,777.5,777.5,777.5,2,15,15,0,0
6072023,3082023,PE,45300,666.2,666.2,556.35,561.2,233,1080,150,45339.9,39.9,6072023,3082023,45300,608.2,753.15,608.2,711.75,204,1050,570,0,1
6072023,3082023,PE,45400,670.35,670.35,600,608.1,57,345,345,45339.9,60.1,6072023,3082023,45400,611.4,697.15,594.85,660.45,54,495,225,0,0
6072023,3082023,PE,45700,-,-,-,715.85,-,15,-,45339.9,360.1,6072023,3082023,45700,556.95,556.95,396.35,515.25,160,990,975,0,0
6072023,31082023,PE,44800,673,693,599.8,605.3,94,2160,465,45339.9,539.9,6072023,31082023,44800,1282.9,1282.9,1282.9,1282.9,1,405,-,0,0
6072023,31082023,PE,44900,-,-,-,728.4,-,195,-,45339.9,439.9,6072023,31082023,44900,1170.35,1271.55,1160,1256.5,63,930,495,0,0
6072023,31082023,PE,45000,774,785.7,660.8,676.9,4279,91395,14310,45339.9,339.9,6072023,31082023,45000,1063.7,1239.1,1054.6,1199.85,2051,74070,10185,0,0
6072023,31082023,PE,45100,820,820,700,726.8,58,2010,390,45339.9,239.9,6072023,31082023,45100,1050.95,1164.95,1050.95,1149.2,121,1920,1455,0,0
6072023,31082023,PE,45200,843.2,844.05,712.65,747.6,129,2805,615,45339.9,139.9,6072023,31082023,45200,974.5,1100,957,1067.85,79,2865,645,0,0
6072023,31082023,PE,45300,868.7,868.7,778.3,799.85,43,1380,45,45339.9,39.9,6072023,31082023,45300,904.05,1031.2,904.05,1005.2,30,525,120,0,1
6072023,31082023,PE,45400,920,967.55,841.95,852.95,42,1635,165,45339.9,60.1,6072023,31082023,45400,848.75,1021,848.75,951.25,165,3060,1305,0,0
6072023,31082023,PE,45500,967.85,1008,862.35,881.3,1498,49230,2850,45339.9,160.1,6072023,31082023,45500,815.8,949,800.45,916.4,2185,81240,420,0,0
6072023,28092023,PE,45000,922,934,810.4,827.75,808,25890,1650,45339.9,339.9,6072023,28092023,45000,1480,1570,1408,1545.35,186,24805,-115,0,0
6072023,28092023,PE,45200,-,-,-,920.35,-,120,-,45339.9,139.9,6072023,28092023,45200,1311.95,1436,1285.45,1426.6,37,270,210,0,0
6072023,28092023,PE,45500,1122.45,1122.45,985,1009.85,85,5655,75,45339.9,160.1,6072023,28092023,45500,1155.4,1285,1131.4,1253.95,83,2205,690,0,0
6072023,28122023,PE,45000,1361.15,1361.15,1289,1350,14,315,210,45339.9,339.9,6072023,28122023,45000,2399.95,2400,2399.95,2400,2,60,-,0,1
7072023,13072023,PE,44400,80.05,128.05,56.7,83.2,986517,826625,420100,44925,525,7072023,13072023,44400,840,895.65,566.95,638.75,22259,71125,49275,0,0
7072023,13072023,PE,44500,99.95,154.45,69.85,100.9,1847374,1589300,434975,44925,425,7072023,13072023,44500,760.05,813,490.2,559.4,150987,320950,106400,0,0
7072023,13072023,PE,44600,130.05,184.9,85.85,124,1278767,827400,317700,44925,325,7072023,13072023,44600,668.05,729.75,415,478.3,107098,193375,166050,0,0
7072023,13072023,PE,44700,120.15,221,105.05,154,1696532,1727425,1217925,44925,225,7072023,13072023,44700,601.85,653.65,353.95,409.6,297329,374875,323525,0,0
7072023,13072023,PE,44800,162.9,262.7,128,191.25,2671693,1176150,710675,44925,125,7072023,13072023,44800,515.05,579.5,295.05,345.45,980521,656425,597725,0,0
7072023,13072023,PE,44900,151.15,309.95,151.15,229.9,3070715,938675,616100,44925,25,7072023,13072023,44900,429,507.8,242.7,289.7,1980715,965925,921175,0,1
7072023,13072023,PE,45000,185,363.95,185,273.4,5170435,2671725,495100,44925,75,7072023,13072023,45000,494.5,494.5,197.1,242.15,4169313,3645500,2397625,0,0
7072023,13072023,PE,45100,250,422,224.45,323.1,2386876,724175,-20575,44925,175,7072023,13072023,45100,311.15,374.95,158.45,197.45,2899728,2251325,1973475,0,0
7072023,13072023,PE,45200,261.2,488,261.2,383.35,2229360,682775,-359750,44925,275,7072023,13072023,45200,240,334.5,126,157.25,3199844,2520250,1867825,0,0
7072023,13072023,PE,45300,333.3,558.5,317,448.3,1131617,409875,-481125,44925,375,7072023,13072023,45300,260,280,97.85,121.25,2258935,2703375,1704275,0,0
7072023,13072023,PE,45400,545,635,372.8,524.95,505368,186150,-281450,44925,475,7072023,13072023,45400,205.55,217.1,76.4,93.75,1627822,1390600,681475,0,0
7072023,20072023,PE,44400,168.45,243.1,147.05,189.35,8103,50700,26350,44925,525,7072023,20072023,44400,801.9,879.15,720,783.35,258,2675,2225,0,0
7072023,20072023,PE,44500,187,273.25,165.6,217.3,29695,111525,69150,44925,425,7072023,20072023,44500,885.05,913.3,635.95,701.7,4987,30425,15300,0,0
7072023,20072023,PE,44600,219.65,308.9,190.75,245.1,5572,22425,15450,44925,325,7072023,20072023,44600,800.9,825.45,581.8,622.5,1020,6200,4675,0,0
7072023,20072023,PE,44700,235.3,348.7,215.35,282.2,11766,36325,28175,44925,225,7072023,20072023,44700,708.95,748.1,510.85,560.75,2856,18675,15825,0,0
7072023,20072023,PE,44800,266.05,391.55,244.45,321.95,17112,48325,37675,44925,125,7072023,20072023,44800,668.85,682.45,453.35,496.6,6482,18025,16425,0,0
7072023,20072023,PE,44900,308.35,437.9,278.15,364.95,19987,63600,53250,44925,25,7072023,20072023,44900,633.65,639.8,399.15,437,12512,43425,40150,0,1
7072023,20072023,PE,45000,339,488,312,407.45,49240,173775,84525,44925,75,7072023,20072023,45000,523.85,573.8,349.15,389.4,37637,151800,123975,0,0
7072023,20072023,PE,45100,402.85,541.15,354.1,452.05,14208,28350,13350,44925,175,7072023,20072023,45100,477.75,516.05,304.35,344.4,19715,69850,60300,0,0
7072023,20072023,PE,45200,400,600,395.25,515.5,14295,24575,3125,44925,275,7072023,20072023,45200,407,457.2,263.35,294.8,20047,67550,50125,0,0
7072023,20072023,PE,45300,477.95,656.85,445,569.6,8402,30675,-18075,44925,375,7072023,20072023,45300,400,402.4,226.2,255.8,14916,59575,14775,0,0
7072023,20072023,PE,45400,523.15,726.35,496.15,647.5,3831,15400,-550,44925,475,7072023,20072023,45400,346.3,354.85,193.1,214.1,10227,48425,15125,0,0
7072023,27072023,PE,44400,239.95,320.1,220.75,274.05,12769,62970,-24405,44925,525,7072023,27072023,44400,1031.3,1100.45,830,871.9,1537,26670,3945,0,0
7072023,27072023,PE,44500,242,353.65,241.95,298.75,81347,557115,23235,44925,425,7072023,27072023,44500,994.95,1056.6,758.15,795.8,19864,304695,10530,0,0
7072023,27072023,PE,44600,288.95,389.45,271,329.25,6727,55995,-8385,44925,325,7072023,27072023,44600,903.1,942.3,701.35,729.7,2456,26760,195,0,0
7072023,27072023,PE,44700,289.7,432.8,280.6,364.7,17410,82410,-31395,44925,225,7072023,27072023,44700,888.05,888.1,637,670.95,5491,33900,-3030,0,0
7072023,27072023,PE,44800,350.95,472.4,320.05,416.65,23878,100800,30930,44925,125,7072023,27072023,44800,780,806.4,578.1,611.7,24097,102945,45150,0,0
7072023,27072023,PE,44900,385.85,519,365.25,456.4,19852,54090,19065,44925,25,7072023,27072023,44900,723.95,769.2,522.25,557.4,17141,46815,21780,0,1
7072023,27072023,PE,45000,425,567.95,386.2,491.85,161176,601155,-263730,44925,75,7072023,27072023,45000,640.05,704,472.1,512.95,150720,630615,28740,0,0
7072023,27072023,PE,45100,450,618.3,442.6,541.45,28818,48885,-46935,44925,175,7072023,27072023,45100,609.95,670.1,422.8,468.95,25339,61080,16680,0,0
7072023,27072023,PE,45200,500.1,671.5,455,594.25,38669,59490,-47295,44925,275,7072023,27072023,45200,575,590,378.15,416.2,31940,98850,20190,0,0
7072023,27072023,PE,45300,568,730,525,651,20980,66045,-38160,44925,375,7072023,27072023,45300,575,575,337.85,370.6,28209,107670,14295,0,0
7072023,27072023,PE,45400,562,792.3,562,689.05,10065,25590,-21660,44925,475,7072023,27072023,45400,544,544,298.9,325.1,15468,58905,-10365,0,0
7072023,3082023,PE,44400,348.65,390.15,312.7,359.45,143,1200,-135,44925,525,7072023,3082023,44400,1002,1002,1002,1002,1,15,-15,0,0
7072023,3082023,PE,44500,336.85,418.9,316.55,381.05,337,1995,780,44925,425,7072023,3082023,44500,925,966.2,925,966.2,29,435,435,0,0
7072023,3082023,PE,44800,530.6,540.1,445.1,445.1,21,285,75,44925,125,7072023,3082023,44800,733.3,831.3,708.85,746.95,82,690,570,0,0
7072023,3082023,PE,45000,505,636.5,474.65,584.8,650,3240,615,44925,75,7072023,3082023,45000,816.5,816.5,591.2,633.75,695,4350,1950,0,0
7072023,3082023,PE,45100,568,628.15,543.05,583.5,69,525,510,44925,175,7072023,3082023,45100,753.15,753.15,546.1,548.5,119,720,-120,0,0
7072023,3082023,PE,45200,592.9,721.45,560.4,694.5,224,1995,1260,44925,275,7072023,3082023,45200,601.2,601.2,497.2,500.85,30,285,270,0,0
7072023,3082023,PE,45300,645.75,780.35,600,741,243,1125,45,44925,375,7072023,3082023,45300,621.75,628.75,458.7,501.15,87,495,-555,0,0
7072023,3082023,PE,45400,695.2,825.75,659.2,814.7,127,585,240,44925,475,7072023,3082023,45400,569.1,569.1,409.8,431.6,309,2700,2205,0,0
7072023,10082023,PE,45000,688.05,711.6,618.95,618.95,75,1125,1125,44925,75,7072023,10082023,45000,780.1,780.1,671.45,713.35,171,2310,2310,0,0
7072023,31082023,PE,44400,574.95,649.95,502.85,582.35,330,1800,960,44925,525,7072023,31082023,44400,1389.3,1423.75,1300,1327.75,32,405,180,0,0
7072023,31082023,PE,44500,526.4,652.5,505.05,614,3243,56055,6705,44925,425,7072023,31082023,44500,1401,1431.05,1218,1258.65,901,31425,-1920,0,0
7072023,31082023,PE,44600,650,683.9,590.3,629.95,125,2970,135,44925,325,7072023,31082023,44600,1329.85,1357.25,1166.6,1237.65,28,465,210,0,0
7072023,31082023,PE,44700,613,722.05,607.5,657.25,234,3585,450,44925,225,7072023,31082023,44700,1302.3,1302.3,1081.25,1110.55,97,960,-270,0,0
7072023,31082023,PE,44800,669.8,758.25,639,711.95,188,2235,75,44925,125,7072023,31082023,44800,1230.3,1230.3,1040,1076.75,61,690,285,0,0
7072023,31082023,PE,44900,753.55,796.5,690,762.6,69,510,315,44925,25,7072023,31082023,44900,1169.4,1169.4,977.15,1026.05,154,930,-,0,1
7072023,31082023,PE,45000,734.65,860,704.85,798.3,7258,99420,8025,44925,75,7072023,31082023,45000,1092.25,1119,920,946.75,5891,97065,22995,0,0
7072023,31082023,PE,45100,814,905.75,733.75,830.45,323,1860,-150,44925,175,7072023,31082023,45100,1050,1052.3,870,916.85,232,765,-1155,0,0
7072023,31082023,PE,45200,839.85,948.55,796.6,885.35,449,2985,180,44925,275,7072023,31082023,45200,1010,1010.5,820.95,856.5,177,3285,420,0,0
7072023,31082023,PE,45300,799.85,1000.85,799.85,924.05,224,1335,-45,44925,375,7072023,31082023,45300,936.3,944.8,766.2,777.95,50,645,120,0,0
7072023,31082023,PE,45400,844.75,1052.5,844.75,1001.2,274,2655,1020,44925,475,7072023,31082023,45400,901,901,726,768.65,186,2445,-615,0,0
7072023,28092023,PE,44400,735,735,735,735,1,15,15,44925,525,7072023,28092023,44400,1702.15,1702.15,1702.15,1702.15,1,15,15,0,0
7072023,28092023,PE,44500,719.3,805,702.5,768.55,375,7245,3315,44925,425,7072023,28092023,44500,1741.3,1788,1572.1,1594.4,51,1185,285,0,0
7072023,28092023,PE,45000,894.95,999,856.95,939.85,710,26535,645,44925,75,7072023,28092023,45000,1420.05,1469.3,1265,1300.25,940,27125,2320,0,0
7072023,28092023,PE,45100,936.45,1021.1,936.45,1008,20,165,45,44925,175,7072023,28092023,45100,1398.7,1398.7,1398.7,1398.7,1,15,15,0,0
7072023,28092023,PE,45200,947.4,1064.65,947.35,998.8,7,120,-,44925,275,7072023,28092023,45200,1426.6,1426.6,1201.75,1229.9,21,195,-75,0,0
7072023,28122023,PE,45000,1348.65,1400,1325,1350.05,13,420,105,44925,75,7072023,28122023,45000,2103.25,2319.95,2103.25,2150,22,375,315,0,1
10072023,13072023,PE,44400,101,102,37.75,60.95,1536820,980750,154125,44860.85,460.85,10072023,13072023,44400,687.25,816.5,449,530.55,74299,100050,28925,0,0
10072023,13072023,PE,44500,82.3,126.95,47.55,81.5,2506216,1683275,93975,44860.85,360.85,10072023,13072023,44500,559,727.25,376,449.35,437812,477950,157000,0,0
10072023,13072023,PE,44600,102.25,160,59.6,107.9,1964289,1025475,198075,44860.85,260.85,10072023,13072023,44600,493.6,640.7,308.25,374.1,436525,313575,120200,0,0
10072023,13072023,PE,44700,128.05,199.8,75.65,141.65,3050811,1654700,-72725,44860.85,160.85,10072023,13072023,44700,409,557.4,248.95,304.8,1246905,595025,220150,0,0
10072023,13072023,PE,44800,160.55,247.95,97.05,183.05,4444224,1657225,481075,44860.85,60.85,10072023,13072023,44800,358.2,477.95,197.7,246.55,3008639,1386025,729600,0,0
10072023,13072023,PE,44900,199.75,303.9,123.7,228.7,4005412,1232525,293850,44860.85,39.15,10072023,13072023,44900,296.8,404.45,154.7,200.3,3301498,1597300,631375,0,1
